Iteration,Best Score
1,2.74188272697667e+19
2,2.5596017373999313e+19
3,2.396334320741508e+19
4,2.111625945744805e+19
5,2.041013445753232e+19
6,1.9702099770105643e+19
7,1.697117464516236e+19
8,1.6706202045244783e+19
9,1.5215181045327204e+19
10,1.4468685225393148e+19
11,1.2932680537975575e+19
12,1.2577286454691697e+19
13,1.105733495477411e+19
14,1.0613222319823565e+19
15,9.901266319889506e+18
16,8.372341632455446e+18
17,7.993371320021385e+18
18,7.59590837010381e+18
19,7.258798520186235e+18
20,6.353945120268661e+18
21,3.687514487001268e+18
22,3.286446407067208e+18
23,3.286446407067208e+18
24,2.99251968219909e+18
25,2.91684268226503e+18
26,2.817117182347455e+18
27,2.817117182347455e+18
28,2.817117182347455e+18
29,1.5931455325617597e+18
30,1.4676541992613967e+18
31,1.046814649327337e+18
32,9.673763160434584e+17
33,7.877039386258835e+17
34,6.803019887083086e+17
35,5.851831887742486e+17
36,5.851831887742486e+17
37,3.7146356385667315e+17
38,3.7146356385667315e+17
39,3.081646889555832e+17
40,1.741706265380082e+17
41,1.741706265380082e+17
42,9.64561266534032e+16
43,4.291715170285819e+16
44,4.291715170285819e+16
45,4.291715170285819e+16
46,4.291715170285819e+16
47,3.082340199917419e+16
48,2.5198402032558204e+16
49,2.5198402032558204e+16
50,1.3102402197408206e+16
51,1.3102402197408206e+16
52,7087068995954875.0
53,6771169078379875.0
54,6771169078379875.0
55,6771169078379875.0
56,4762369275503874.0
57,4762369275503874.0
58,4762369275503874.0
59,4762369275503874.0
60,4762369275503874.0
61,4762369275503874.0
62,4762369275503874.0
63,4762369275503874.0
64,4762369275503874.0
65,4762369275503874.0
66,4762369275503874.0
67,4762369275503874.0
68,3828620067479874.5
69,3828620067479874.5
70,3828620067479874.5
71,3828620067479874.5
72,3828620067479874.5
73,3828620067479874.5
74,3828620067479874.5
75,3828620067479874.5
76,3828620067479874.5
77,3828620067479874.5
78,3828620067479874.5
79,3828620067479874.5
80,3828620067479874.5
81,3828620067479874.5
82,3828620067479874.5
83,3828620067479874.5
84,3828620067479874.5
85,3828620067479874.5
86,3828620067479874.5
87,3828620067479874.5
88,3828620067479874.5
89,3828620067479874.5
90,3565371732464874.5
91,3565371732464874.5
92,3565371732464874.5
93,3565371732464874.5
94,3565371732464874.5
95,3565371732464874.5
96,3565371732464874.5
97,3565371732464874.5
98,3565371732464874.5
99,3565371732464874.5
100,3565371732464874.5
