Area,Total Plates,Average Height,Position 1,Position 2,Position 3,Position 4,Position 5,Position 6,Position 7,Position 8
0,105,214.875,257.0,264.0,199.0,173.0,230.0,179.0,233.0,184.0
1,90,188.75,174.0,218.0,131.0,209.0,296.0,129.0,224.0,129.0
2,94,268.1666666666667,202.0,195.0,255.0,409.0,308.0,240.0,,
3,103,411.75,331.0,370.0,553.0,393.0,,,,
4,98,396.75,360.0,412.0,405.0,410.0,,,,
5,110,442.0,373.0,531.0,373.0,491.0,,,,
