Best Score,Worst Score,Best Improvement,Average Improvement,Iterations,Time (s),Convergence Rate,Relative Error,Convergence Speed (Stable Iterations)
2702800750601663.5,5.910187501968002e+16,-2.8791441549655794e+19,-3.2717547215517946e+17,88,38.083335638046265,-3.165155081058053e+17,1.0,0
